,Review Title,Rating,Reviews
1387,Nice phone,4.0 out of 5 stars,Very good phone in this price range...
1388,Just awesome using it from last 20 days .. everything is up to to the mark,5.0 out of 5 stars,Camera is the best and so the charging
1389,Best,4.0 out of 5 stars,Nice phone but group selfie is wast...
1390,Battery draining very rapidly,2.0 out of 5 stars,Very worst performance
1391,Best flagship killer !!,4.0 out of 5 stars,Flagship killerBudget smartphone
1392,Worthy,5.0 out of 5 stars,Best for money
1393,Neo 6 good mobile,5.0 out of 5 stars,Good product nice smart phone
1394,Finally got what i desired,5.0 out of 5 stars,Price should be a little less
1395,Phone is good but bettay life not good,1.0 out of 5 stars,Pruduct accha h but battarry not good
1396,Funtouch os 👎,4.0 out of 5 stars,Except funtouch os everything is good
1397,Excellent phone,5.0 out of 5 stars,Camera good4star camera
1398,Excellent performance,5.0 out of 5 stars,Excellent performance value for money
1399,Beast phone no one regrete in any sector after taking thi,5.0 out of 5 stars,Value for money and best gaming phone
1400,The best phone under 30k,5.0 out of 5 stars,This is an awesome product as a whole
1401,Nice,5.0 out of 5 stars,Good performance......nice device....
1402,Super phone,5.0 out of 5 stars,Super
1403,Phone is beast but background calls not working properly,5.0 out of 5 stars,Please fix background calls problems
1404,Iqoo Neo 6 review,4.0 out of 5 stars,Go for it !!
1405,Nice product,5.0 out of 5 stars,This device is one of my best device
1406,Perfect,5.0 out of 5 stars,Perfect phone especially for gaming.
1407,worth it,5.0 out of 5 stars,best product
1408,Worth,4.0 out of 5 stars,Overall good
1409,Best mobile,5.0 out of 5 stars,Best mobile in 30k catagory
1410,Camera 4.5,5.0 out of 5 stars,The beast mode on 29 k worth mobile
1411,Good,5.0 out of 5 stars,"Value for money,SD870 good for bgmi"
1412,Battery power is low,4.0 out of 5 stars,Battery power is low not interested
1413,Nice phone bt battery drain quickly,4.0 out of 5 stars,Nice phone 🤠Thank you Amazon
1414,Value for money..,5.0 out of 5 stars,Battery is very good.. camera 5/5..
1415,iam facing Call is dropping issue continuesly,2.0 out of 5 stars,Call dropping issue
1416,WoW,5.0 out of 5 stars,Good phone ☺️☺️☺️ good look
1417,Bluetooth connectivity issue. Constant distortions while playing music on my Bluetooth earphones,4.0 out of 5 stars,Did not like Bluetooth connectivity
1418,Battery jaldi discharge ho rhi hai,4.0 out of 5 stars,Battary slowly charging 80w charger
1419,Noo,4.0 out of 5 stars,Iam face some touch issues in bgmi
1420,Not worthy,3.0 out of 5 stars,"Ok for 24k,..otherwise..not worthy"
1421,Iqoo neo 6 - powerful performance,5.0 out of 5 stars,Good mobile.really best in segment
1422,excellent purchase,5.0 out of 5 stars,"it's a very good for, all purposes"
1423,One of the best phone in this price segment,4.0 out of 5 stars,Good phone
1424,Good,4.0 out of 5 stars,Nice phone
1425,Product is nice neo 6,3.0 out of 5 stars,Ok
1426,Flagship,5.0 out of 5 stars,Performance & smooth 🔥🔥🔥🔥❤️😘
1427,is it worth of money?,5.0 out of 5 stars,Complete worth of money!!
1428,waste of money,1.0 out of 5 stars,too much hanging problem.
1429,Useless phone and bad Amazon service never buy from amazon or this kind of useless mobiles,1.0 out of 5 stars,Useless phone
1430,Good Phone,5.0 out of 5 stars,Good nice looking
1431,I have bought this phone during the launch and I am Impressed with the Phone till now.,5.0 out of 5 stars,
1432,Night mode is amazing,5.0 out of 5 stars,Camera and performance is amazing
1433,Nice phone under 30k segment,5.0 out of 5 stars,Nice smooth nd good battery life
1434,Super,4.0 out of 5 stars,Super Phone Best quality
1435,Good camera 📸,5.0 out of 5 stars,Good camera and nice performance
1436,Hello,4.0 out of 5 stars,This has beautiful phone TQ iqoo
1437,Beast in 25k,5.0 out of 5 stars,Best phone in this range
1438,Superb phone,4.0 out of 5 stars,Best deal
1439,Value for money,5.0 out of 5 stars,This is the best phone under 30k
1440,Phone is good but seller is not because I think phone is used before seal,1.0 out of 5 stars,Not good
1441,It's processor,5.0 out of 5 stars,I like this phone of every thing
1442,Great Product,4.0 out of 5 stars,Great phone at this price range
1443,Nice mobile,5.0 out of 5 stars,Nice camera at this price range
1444,Good,5.0 out of 5 stars,Good mobile I like it very much
1445,Camera & Display & Battery,5.0 out of 5 stars,Value For Money
1446,Beast,5.0 out of 5 stars,Value for money
1447,but no bill inside the box,5.0 out of 5 stars,there is no bill inside the box
1448,Best phone ever,5.0 out of 5 stars,"Killer phone bolte .,😎"
1449,Finger print sensor not working it can't recognise my saved finger print...,2.0 out of 5 stars,Finger print sensor not working
1450,Very nice 👍,5.0 out of 5 stars,Good 👍
1451,Excellent phone I am saying my review after 1 month of phone using,5.0 out of 5 stars,Excellent phone
1452,Top performer,5.0 out of 5 stars,Value for money
1453,Good photo...you can buy it,5.0 out of 5 stars,Battery backup could be better
1454,Awesome camera quality,5.0 out of 5 stars,"Awesome product , mind-blowing"
1455,Nice work iqoo,5.0 out of 5 stars,Unbeatable phone at this range
1456,Iqoo Neo 6,5.0 out of 5 stars,Camera quality super hai bosss
1457,Every thing is good but charging,4.0 out of 5 stars,It's charging time is 1hr plus
1458,"Good Build , Superb Performance ,Haptic feedback is nice.",4.0 out of 5 stars,Good performing phone.
1459,"VALUE FOR MONEY , GOOD PRODUCT  GO AND PURCHASE AND ENJOY",5.0 out of 5 stars,All is good go and buy
1460,Mobile is very good. Battery backup is very good like very much,5.0 out of 5 stars,Good phone very smooth
1461,One of the best and performance phone,4.0 out of 5 stars,Best for games
1462,Sansar is like and touch very good,5.0 out of 5 stars,I like overall fiction
1463,Good,5.0 out of 5 stars,Quality better
1464,Awesome,5.0 out of 5 stars,I got best product in my life
1465,Best in this price range!!❤️,5.0 out of 5 stars,Best in this price range !!❤️
1466,Best quality,5.0 out of 5 stars,Like and best
1467,It's amazing .,5.0 out of 5 stars,It's performance outstanding.
1468,Good,5.0 out of 5 stars,Phone is best in this segment
1469,Camera,4.0 out of 5 stars,Camera Zooming quality is low
1470,Video quality are very bad 😟,1.0 out of 5 stars,Display quality very bad 😟😟
1471,I like this phone but sounds quite ok,5.0 out of 5 stars,Value for money gaming parpas
1472,Product not delivered in time,5.0 out of 5 stars,Perfect phone
1473,Dgge,4.0 out of 5 stars,Good in price
1474,Best  phone for me in 26000 price,5.0 out of 5 stars,Very smooth in use. I like it
1475,i love iq,5.0 out of 5 stars,i love it iq00 neo 6
1476,Wonderful Smartphone Under 30k Extreme smartphone and battery Life is Beautiful,5.0 out of 5 stars,Beautiful Smartphone
1477,Super,4.0 out of 5 stars,It all ficheres good
1478,This phone osm for gamers only waiting for 90 fps bgmi,5.0 out of 5 stars,Almost good phone 🙂
1479,🔥🔥Flagship Killer🔥🔥,5.0 out of 5 stars,🔥🔥Flagship Performance🔥🔥
1480,Some device,5.0 out of 5 stars,Some device with 80 w chrger
1481,Best gaming phone,5.0 out of 5 stars,Best camera and gaming phone
1482,Good stable proceser,5.0 out of 5 stars,Battery life is good
1483,Very good 👍,5.0 out of 5 stars,🔥🔥🔥🔥🔥🔥
1484,good,4.0 out of 5 stars,good
1485,Awesome,4.0 out of 5 stars,Good at all
1486,Satisfied,4.0 out of 5 stars,Good phone.
1487,One of the best phone fro gaming,5.0 out of 5 stars,Super phone
1488,Excellent,5.0 out of 5 stars,Nice Mobile
1489,Best phone in 30 k price,5.0 out of 5 stars,Best phone in 30k i like it
1490,High speed gaming use,5.0 out of 5 stars,Good mobile
1491,Bhut acha hai phone hai,5.0 out of 5 stars,Notification light only not
1492,One of the best Mobile 📱. I like it's all features.thanks IQOO,5.0 out of 5 stars,Very nice mobile 👍
1493,Procceer,5.0 out of 5 stars,Much better
1494,Great product,5.0 out of 5 stars,I like iqqo Neo 6.
1495,fingerprint lock is very slow,4.0 out of 5 stars,"बहुत ही स्लो वर्क करता है,"
1496,Fingerprints is not fast,5.0 out of 5 stars,Fingerprints not good work
1497,Camera performance is low,5.0 out of 5 stars,Camera performance is low
1498,Very Good Product,5.0 out of 5 stars,Very Good Product
1499,Not good,2.0 out of 5 stars,2 day mobile hang
1500,Well what can I say I love this phone.but charging is not as fast as expected.,5.0 out of 5 stars,See title
1501,Very good phon,4.0 out of 5 stars,Nice phon
1502,Bad display....YouTube not be supported full screen in high resolution...short screen...,1.0 out of 5 stars,Good but not best
1503,verygood,5.0 out of 5 stars,use for daily performance
1504,Mobile Rating,5.0 out of 5 stars,Very Good Product
1505,Nice phone ☺️,5.0 out of 5 stars,Nice camera beast for gaming
1506,Nyc,5.0 out of 5 stars,
1507,Best phone ever,5.0 out of 5 stars,
1508,Best power pack phone,5.0 out of 5 stars,
1509,Massst buy phone......jhakaaaaas,5.0 out of 5 stars,
1510,Don't buy waste of money,1.0 out of 5 stars,Don't buy waste of money
1511,Just awsome mobile.,5.0 out of 5 stars,Very good and beautiful.
1512,Best all rounder mobile phone Perfect ♥️,5.0 out of 5 stars,Best mobile ♥️💯
1513,Wrost phone,1.0 out of 5 stars,Wrist phone in the world
1514,Best flashing killer phone ♥️ awesome pe,5.0 out of 5 stars,Bgmi 90fps update dealy
1515,Value for money,4.0 out of 5 stars,Value for money mobile.
1516,Not bad,4.0 out of 5 stars,Front camera not best..
1517,Good,5.0 out of 5 stars,Camera not good
1518,best phone under 30000,5.0 out of 5 stars,value for money
1519,My five star rating speak more than my comment. Awesome,5.0 out of 5 stars,Just awesome 😎
1520,Go for it  value for money,4.0 out of 5 stars,Value for money
1521,Super AA,5.0 out of 5 stars,Value for money
1522,budget phone,5.0 out of 5 stars,awesome.value for money
1523,Decent phone..I want camera improvement,4.0 out of 5 stars,Need Camera improvement
1524,Naye phone ki display me black spot !! Good job iqoo,1.0 out of 5 stars,Wrost service and build
1525,"Performance,camera, battery,looks",5.0 out of 5 stars,Value for money product
1526,One of the best phone in this price,5.0 out of 5 stars,Performance is awesome
1527,Value for money,5.0 out of 5 stars,CC of one plus
1528,Overall Experience was good 💕 buy now,5.0 out of 5 stars,💕💕🔥🔥🔥🔥🚀
1529,Best smartphone,5.0 out of 5 stars,Best gaming smartphone
1530,This is under 30k best phone,5.0 out of 5 stars,Buy this phone
1531,Sab kuch best hai bs battery life km hai lekin 1 din aaram se nikal jaayega,4.0 out of 5 stars,Best fon on this price
1532,Killer phone,5.0 out of 5 stars,Very good mobile phone
1533,Fabulous,5.0 out of 5 stars,Best under 30k
1534,Smoother,5.0 out of 5 stars,Need memory card slot
1535,I m loving it,5.0 out of 5 stars,Awesome battery life.
1536,Iqoo Neo 6,5.0 out of 5 stars,Iqoo Neo 6 nice phone
1537,Good back cover not available nowhere?,5.0 out of 5 stars,Awesome phone
1538,Nice Mobile,5.0 out of 5 stars,Bettery Life is good
1539,Processor is awesome,5.0 out of 5 stars,The Phone is awesome
1540,Good,4.0 out of 5 stars,Good
1541,Best phone,5.0 out of 5 stars,Good
1542,Mind blowing,4.0 out of 5 stars,Good
1543,Value for money,5.0 out of 5 stars,Truly appreciate it
1544,Awesome product 🔥,4.0 out of 5 stars,Just loving it...💥
1545,Good phone,5.0 out of 5 stars,Good phone.
1546,Just go for it without 2nd thoughts...best budget gamin devices,5.0 out of 5 stars,Gr8 product
1547,GOOD,5.0 out of 5 stars,Good mobile
